PE,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,
(1- 2),35,35,35,35,35,35,35,35,27,27,27,27,27,27,27,27,33,33,33,33,33,33,33,33,39,39,39,39,39,39,39,39,26,26,26,26,26,26,26,26,33,33,33,33,33,33,33,33,30,30,30,30,30,30,30,30,35,35,35,35,35,35,35,35,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,38,38,38,38,38,38,38,38,44,44,44,44,44,44,44,44,41,41,41,41,41,41,41,41,27,27,27,27,27,27,27,27,45,45,45,45,45,45,45,45,36,36,36,36,36,36,36,36,37,37,37,37,37,37,37,37,33,33,33,33,33,33,33,33,40,40,40,40,40,40,40,40,39,39,39,39,39,39,39,39,
(1- 3),48,48,48,48,48,48,48,48,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,33,33,33,33,33,33,33,33,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,35,35,35,35,35,35,35,35,31,31,31,31,31,31,31,31,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,37,37,37,37,37,37,37,37,42,42,42,42,42,42,42,42,41,41,41,41,41,41,41,41,36,36,36,36,36,36,36,36,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,39,39,39,39,39,39,39,39,38,38,38,38,38,38,38,38,33,33,33,33,33,33,33,33,
(1- 4),34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,33,33,33,33,33,33,33,33,21,21,21,21,21,21,21,21,30,30,30,30,30,30,30,30,22,22,22,22,22,22,22,22,37,37,37,37,37,37,37,37,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,31,31,31,31,31,31,31,31,45,45,45,45,45,45,45,45,38,38,38,38,38,38,38,38,
(1- 5),26,26,26,26,26,26,26,26,23,23,23,23,23,23,23,23,30,30,30,30,30,30,30,30,33,33,33,33,33,33,33,33,25,25,25,25,25,25,25,25,37,37,37,37,37,37,37,37,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,45,45,45,45,45,45,45,45,42,42,42,42,42,42,42,42,33,33,33,33,33,33,33,33,36,36,36,36,36,36,36,36,40,40,40,40,40,40,40,40,36,36,36,36,36,36,36,36,25,25,25,25,25,25,25,25,40,40,40,40,40,40,40,40,37,37,37,37,37,37,37,37,38,38,38,38,38,38,38,38,
(1- 6),32,32,32,32,32,32,32,32,17,17,17,17,17,17,17,17,43,43,43,43,43,43,43,43,23,23,23,23,23,23,23,23,33,33,33,33,33,33,33,33,18,18,18,18,18,18,18,18,38,38,38,38,38,38,38,38,24,24,24,24,24,24,24,24,20,20,20,20,20,20,20,20,26,26,26,26,26,26,26,26,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,21,21,21,21,21,21,21,21,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,38,38,38,38,38,38,38,38,36,36,36,36,36,36,36,36,38,38,38,38,38,38,38,38,32,32,32,32,32,32,32,32,35,35,35,35,35,35,35,35,
(1- 7),28,28,28,28,28,28,28,28,20,20,20,20,20,20,20,20,32,32,32,32,32,32,32,32,18,18,18,18,18,18,18,18,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,29,29,29,29,29,29,29,29,23,23,23,23,23,23,23,23,35,35,35,35,35,35,35,35,25,25,25,25,25,25,25,25,37,37,37,37,37,37,37,37,30,30,30,30,30,30,30,30,36,36,36,36,36,36,36,36,38,38,38,38,38,38,38,38,34,34,34,34,34,34,34,34,38,38,38,38,38,38,38,38,24,24,24,24,24,24,24,24,35,35,35,35,35,35,35,35,28,28,28,28,28,28,28,28,32,32,32,32,32,32,32,32,
(2- 0),24,24,24,24,24,24,24,24,29,29,29,29,29,29,29,29,26,26,26,26,26,26,26,26,21,21,21,21,21,21,21,21,33,33,33,33,33,33,33,33,23,23,23,23,23,23,23,23,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,23,23,23,23,23,23,23,23,27,27,27,27,27,27,27,27,23,23,23,23,23,23,23,23,29,29,29,29,29,29,29,29,37,37,37,37,37,37,37,37,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,30,30,30,30,30,30,30,30,27,27,27,27,27,27,27,27,43,43,43,43,43,43,43,43,38,38,38,38,38,38,38,38,
(2- 1),22,22,22,22,22,22,22,22,25,25,25,25,25,25,25,25,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,24,24,24,24,24,24,24,24,39,39,39,39,39,39,39,39,27,27,27,27,27,27,27,27,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,32,32,32,32,32,32,32,32,28,28,28,28,28,28,28,28,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,31,31,31,31,31,31,31,31,25,25,25,25,25,25,25,25,29,29,29,29,29,29,29,29,24,24,24,24,24,24,24,24,30,30,30,30,30,30,30,30,26,26,26,26,26,26,26,26,
(2- 2),35,35,35,35,35,35,35,35,27,27,27,27,27,27,27,27,33,33,33,33,33,33,33,33,39,39,39,39,39,39,39,39,26,26,26,26,26,26,26,26,33,33,33,33,33,33,33,33,30,30,30,30,30,30,30,30,35,35,35,35,35,35,35,35,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,38,38,38,38,38,38,38,38,44,44,44,44,44,44,44,44,41,41,41,41,41,41,41,41,27,27,27,27,27,27,27,27,45,45,45,45,45,45,45,45,36,36,36,36,36,36,36,36,37,37,37,37,37,37,37,37,33,33,33,33,33,33,33,33,40,40,40,40,40,40,40,40,39,39,39,39,39,39,39,39,
(2- 3),48,48,48,48,48,48,48,48,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,33,33,33,33,33,33,33,33,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,35,35,35,35,35,35,35,35,31,31,31,31,31,31,31,31,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,37,37,37,37,37,37,37,37,42,42,42,42,42,42,42,42,41,41,41,41,41,41,41,41,36,36,36,36,36,36,36,36,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,39,39,39,39,39,39,39,39,38,38,38,38,38,38,38,38,33,33,33,33,33,33,33,33,
(2- 4),34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,33,33,33,33,33,33,33,33,21,21,21,21,21,21,21,21,30,30,30,30,30,30,30,30,22,22,22,22,22,22,22,22,37,37,37,37,37,37,37,37,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,31,31,31,31,31,31,31,31,45,45,45,45,45,45,45,45,38,38,38,38,38,38,38,38,
(2- 5),26,26,26,26,26,26,26,26,23,23,23,23,23,23,23,23,30,30,30,30,30,30,30,30,33,33,33,33,33,33,33,33,25,25,25,25,25,25,25,25,37,37,37,37,37,37,37,37,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,45,45,45,45,45,45,45,45,42,42,42,42,42,42,42,42,33,33,33,33,33,33,33,33,36,36,36,36,36,36,36,36,40,40,40,40,40,40,40,40,36,36,36,36,36,36,36,36,25,25,25,25,25,25,25,25,40,40,40,40,40,40,40,40,37,37,37,37,37,37,37,37,38,38,38,38,38,38,38,38,
(2- 6),32,32,32,32,32,32,32,32,17,17,17,17,17,17,17,17,43,43,43,43,43,43,43,43,23,23,23,23,23,23,23,23,33,33,33,33,33,33,33,33,18,18,18,18,18,18,18,18,38,38,38,38,38,38,38,38,24,24,24,24,24,24,24,24,20,20,20,20,20,20,20,20,26,26,26,26,26,26,26,26,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,21,21,21,21,21,21,21,21,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,38,38,38,38,38,38,38,38,36,36,36,36,36,36,36,36,38,38,38,38,38,38,38,38,32,32,32,32,32,32,32,32,35,35,35,35,35,35,35,35,
(2- 7),28,28,28,28,28,28,28,28,20,20,20,20,20,20,20,20,32,32,32,32,32,32,32,32,18,18,18,18,18,18,18,18,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,29,29,29,29,29,29,29,29,23,23,23,23,23,23,23,23,35,35,35,35,35,35,35,35,25,25,25,25,25,25,25,25,37,37,37,37,37,37,37,37,30,30,30,30,30,30,30,30,36,36,36,36,36,36,36,36,38,38,38,38,38,38,38,38,34,34,34,34,34,34,34,34,38,38,38,38,38,38,38,38,24,24,24,24,24,24,24,24,35,35,35,35,35,35,35,35,28,28,28,28,28,28,28,28,32,32,32,32,32,32,32,32,
(3- 0),24,24,24,24,24,24,24,24,29,29,29,29,29,29,29,29,26,26,26,26,26,26,26,26,21,21,21,21,21,21,21,21,33,33,33,33,33,33,33,33,23,23,23,23,23,23,23,23,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,23,23,23,23,23,23,23,23,27,27,27,27,27,27,27,27,23,23,23,23,23,23,23,23,29,29,29,29,29,29,29,29,37,37,37,37,37,37,37,37,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,30,30,30,30,30,30,30,30,27,27,27,27,27,27,27,27,43,43,43,43,43,43,43,43,38,38,38,38,38,38,38,38,
(3- 1),22,22,22,22,22,22,22,22,25,25,25,25,25,25,25,25,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,24,24,24,24,24,24,24,24,39,39,39,39,39,39,39,39,27,27,27,27,27,27,27,27,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,32,32,32,32,32,32,32,32,28,28,28,28,28,28,28,28,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,31,31,31,31,31,31,31,31,25,25,25,25,25,25,25,25,29,29,29,29,29,29,29,29,24,24,24,24,24,24,24,24,30,30,30,30,30,30,30,30,26,26,26,26,26,26,26,26,
(3- 2),35,35,35,35,35,35,35,35,27,27,27,27,27,27,27,27,33,33,33,33,33,33,33,33,39,39,39,39,39,39,39,39,26,26,26,26,26,26,26,26,33,33,33,33,33,33,33,33,30,30,30,30,30,30,30,30,35,35,35,35,35,35,35,35,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,38,38,38,38,38,38,38,38,44,44,44,44,44,44,44,44,41,41,41,41,41,41,41,41,27,27,27,27,27,27,27,27,45,45,45,45,45,45,45,45,36,36,36,36,36,36,36,36,37,37,37,37,37,37,37,37,33,33,33,33,33,33,33,33,40,40,40,40,40,40,40,40,39,39,39,39,39,39,39,39,
(3- 3),48,48,48,48,48,48,48,48,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,33,33,33,33,33,33,33,33,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,35,35,35,35,35,35,35,35,31,31,31,31,31,31,31,31,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,37,37,37,37,37,37,37,37,42,42,42,42,42,42,42,42,41,41,41,41,41,41,41,41,36,36,36,36,36,36,36,36,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,39,39,39,39,39,39,39,39,38,38,38,38,38,38,38,38,33,33,33,33,33,33,33,33,
(3- 4),34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,33,33,33,33,33,33,33,33,21,21,21,21,21,21,21,21,30,30,30,30,30,30,30,30,22,22,22,22,22,22,22,22,37,37,37,37,37,37,37,37,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,31,31,31,31,31,31,31,31,45,45,45,45,45,45,45,45,38,38,38,38,38,38,38,38,
(3- 5),26,26,26,26,26,26,26,26,23,23,23,23,23,23,23,23,30,30,30,30,30,30,30,30,33,33,33,33,33,33,33,33,25,25,25,25,25,25,25,25,37,37,37,37,37,37,37,37,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,45,45,45,45,45,45,45,45,42,42,42,42,42,42,42,42,33,33,33,33,33,33,33,33,36,36,36,36,36,36,36,36,40,40,40,40,40,40,40,40,36,36,36,36,36,36,36,36,25,25,25,25,25,25,25,25,40,40,40,40,40,40,40,40,37,37,37,37,37,37,37,37,38,38,38,38,38,38,38,38,
(3- 6),32,32,32,32,32,32,32,32,17,17,17,17,17,17,17,17,43,43,43,43,43,43,43,43,23,23,23,23,23,23,23,23,33,33,33,33,33,33,33,33,18,18,18,18,18,18,18,18,38,38,38,38,38,38,38,38,24,24,24,24,24,24,24,24,20,20,20,20,20,20,20,20,26,26,26,26,26,26,26,26,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,21,21,21,21,21,21,21,21,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,38,38,38,38,38,38,38,38,36,36,36,36,36,36,36,36,38,38,38,38,38,38,38,38,32,32,32,32,32,32,32,32,35,35,35,35,35,35,35,35,
(3- 7),28,28,28,28,28,28,28,28,20,20,20,20,20,20,20,20,32,32,32,32,32,32,32,32,18,18,18,18,18,18,18,18,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,29,29,29,29,29,29,29,29,23,23,23,23,23,23,23,23,35,35,35,35,35,35,35,35,25,25,25,25,25,25,25,25,37,37,37,37,37,37,37,37,30,30,30,30,30,30,30,30,36,36,36,36,36,36,36,36,38,38,38,38,38,38,38,38,34,34,34,34,34,34,34,34,38,38,38,38,38,38,38,38,24,24,24,24,24,24,24,24,35,35,35,35,35,35,35,35,28,28,28,28,28,28,28,28,32,32,32,32,32,32,32,32,
(4- 0),24,24,24,24,24,24,24,24,29,29,29,29,29,29,29,29,26,26,26,26,26,26,26,26,21,21,21,21,21,21,21,21,33,33,33,33,33,33,33,33,23,23,23,23,23,23,23,23,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,23,23,23,23,23,23,23,23,27,27,27,27,27,27,27,27,23,23,23,23,23,23,23,23,29,29,29,29,29,29,29,29,37,37,37,37,37,37,37,37,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,30,30,30,30,30,30,30,30,27,27,27,27,27,27,27,27,43,43,43,43,43,43,43,43,38,38,38,38,38,38,38,38,
(4- 1),22,22,22,22,22,22,22,22,25,25,25,25,25,25,25,25,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,24,24,24,24,24,24,24,24,39,39,39,39,39,39,39,39,27,27,27,27,27,27,27,27,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,32,32,32,32,32,32,32,32,28,28,28,28,28,28,28,28,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,31,31,31,31,31,31,31,31,25,25,25,25,25,25,25,25,29,29,29,29,29,29,29,29,24,24,24,24,24,24,24,24,30,30,30,30,30,30,30,30,26,26,26,26,26,26,26,26,
(4- 2),35,35,35,35,35,35,35,35,27,27,27,27,27,27,27,27,33,33,33,33,33,33,33,33,39,39,39,39,39,39,39,39,26,26,26,26,26,26,26,26,33,33,33,33,33,33,33,33,30,30,30,30,30,30,30,30,35,35,35,35,35,35,35,35,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,38,38,38,38,38,38,38,38,44,44,44,44,44,44,44,44,41,41,41,41,41,41,41,41,27,27,27,27,27,27,27,27,45,45,45,45,45,45,45,45,36,36,36,36,36,36,36,36,37,37,37,37,37,37,37,37,33,33,33,33,33,33,33,33,40,40,40,40,40,40,40,40,39,39,39,39,39,39,39,39,
(4- 3),48,48,48,48,48,48,48,48,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,33,33,33,33,33,33,33,33,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,35,35,35,35,35,35,35,35,31,31,31,31,31,31,31,31,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,37,37,37,37,37,37,37,37,42,42,42,42,42,42,42,42,41,41,41,41,41,41,41,41,36,36,36,36,36,36,36,36,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,39,39,39,39,39,39,39,39,38,38,38,38,38,38,38,38,33,33,33,33,33,33,33,33,
(4- 4),34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,33,33,33,33,33,33,33,33,21,21,21,21,21,21,21,21,30,30,30,30,30,30,30,30,22,22,22,22,22,22,22,22,37,37,37,37,37,37,37,37,34,34,34,34,34,34,34,34,36,36,36,36,36,36,36,36,35,35,35,35,35,35,35,35,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,31,31,31,31,31,31,31,31,45,45,45,45,45,45,45,45,38,38,38,38,38,38,38,38,
(4- 5),26,26,26,26,26,26,26,26,23,23,23,23,23,23,23,23,30,30,30,30,30,30,30,30,33,33,33,33,33,33,33,33,25,25,25,25,25,25,25,25,37,37,37,37,37,37,37,37,34,34,34,34,34,34,34,34,35,35,35,35,35,35,35,35,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,45,45,45,45,45,45,45,45,42,42,42,42,42,42,42,42,33,33,33,33,33,33,33,33,36,36,36,36,36,36,36,36,40,40,40,40,40,40,40,40,36,36,36,36,36,36,36,36,25,25,25,25,25,25,25,25,40,40,40,40,40,40,40,40,37,37,37,37,37,37,37,37,38,38,38,38,38,38,38,38,
(4- 6),32,32,32,32,32,32,32,32,17,17,17,17,17,17,17,17,43,43,43,43,43,43,43,43,23,23,23,23,23,23,23,23,33,33,33,33,33,33,33,33,18,18,18,18,18,18,18,18,38,38,38,38,38,38,38,38,24,24,24,24,24,24,24,24,20,20,20,20,20,20,20,20,26,26,26,26,26,26,26,26,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,21,21,21,21,21,21,21,21,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,38,38,38,38,38,38,38,38,36,36,36,36,36,36,36,36,38,38,38,38,38,38,38,38,32,32,32,32,32,32,32,32,35,35,35,35,35,35,35,35,
(4- 7),28,28,28,28,28,28,28,28,20,20,20,20,20,20,20,20,32,32,32,32,32,32,32,32,18,18,18,18,18,18,18,18,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,29,29,29,29,29,29,29,29,23,23,23,23,23,23,23,23,35,35,35,35,35,35,35,35,25,25,25,25,25,25,25,25,37,37,37,37,37,37,37,37,30,30,30,30,30,30,30,30,36,36,36,36,36,36,36,36,38,38,38,38,38,38,38,38,34,34,34,34,34,34,34,34,38,38,38,38,38,38,38,38,24,24,24,24,24,24,24,24,35,35,35,35,35,35,35,35,28,28,28,28,28,28,28,28,32,32,32,32,32,32,32,32,
